,,,Scope/Entity,,,,Service/Entity,,,,,,count,entity_type,scope,scope_description,service_identifier,service_display_text,service_description,service_endpoint,setting_identifier,settings_table,service_table,latest_value,latest_value_timestamp
11,10,CMS,CMSIntegrator,11,10,cms.services.cms,CMScms.services.cmsIntegrator,,0,16,,,48,Integrator,CMS,Client Management Service,cms.services.cms,Client Management Service,Client Management Service,/,,entity_service_type_setting,,,
12,10,CMS,CMSParent,12,10,cms.services.cms,CMScms.services.cmsParent,,0,16,,,1,Parent,CMS,Client Management Service,cms.services.cms,Client Management Service,Client Management Service,/,,entity_service_type_setting,,,
13,10,CMS,CMSDevice,13,10,cms.services.cms,CMScms.services.cmsDevice,,0,16,,,45,Device,CMS,Client Management Service,cms.services.cms,Client Management Service,Client Management Service,/,,entity_service_type_setting,,,
14,10,CMS,CMSParent,14,10,cms.services.cms,CMScms.services.cmsParent,,0,16,,,1,Parent,CMS,Client Management Service,cms.services.cms,Client Management Service,Client Management Service,/,,entity_service_type_setting,,,
15,10,CMS,CMSDevice,15,10,cms.services.cms,CMScms.services.cmsDevice,,0,16,,,88,Device,CMS,Client Management Service,cms.services.cms,Client Management Service,Client Management Service,/,,entity_service_type_setting,,,
16,10,CMS,CMSParent,16,10,cms.services.cms,CMScms.services.cmsParent,,0,16,,,265,Parent,CMS,Client Management Service,cms.services.cms,Client Management Service,Client Management Service,/,,entity_service_type_setting,,,
17,10,CMS,CMSDevice,1,11,cms.services.entity,CMScms.services.entityDevice,CMScms.services.entitycms.track.request,1,17,,,34,Device,CMS,Client Management Service,cms.services.entity,Entity Management,Entity Management,/entity,cms.track.request,entity_service_type_setting,entity_service_type_setting,TRUE,5043
18,10,CMS,CMSParent,2,11,cms.services.entity,CMScms.services.entityParent,,0,17,,,69,Parent,CMS,Client Management Service,cms.services.entity,Entity Management,Entity Management,/entity,,entity_service_type_setting,,,
19,10,CMS,CMSDevice,3,11,cms.services.entity,CMScms.services.entityDevice,,0,17,,,1,Device,CMS,Client Management Service,cms.services.entity,Entity Management,Entity Management,/entity,,entity_service_type_setting,,,
20,10,CMS,CMSDevice,4,11,cms.services.entity,CMScms.services.entityDevice,,0,17,,,1,Device,CMS,Client Management Service,cms.services.entity,Entity Management,Entity Management,/entity,,entity_service_type_setting,,,
21,10,CMS,CMSParent,5,11,cms.services.entity,CMScms.services.entityParent,,0,17,,,1,Parent,CMS,Client Management Service,cms.services.entity,Entity Management,Entity Management,/entity,,entity_service_type_setting,,,
22,10,CMS,CMSParent,6,11,cms.services.entity,CMScms.services.entityParent,,0,17,,,1,Parent,CMS,Client Management Service,cms.services.entity,Entity Management,Entity Management,/entity,,entity_service_type_setting,,,
23,10,CMS,CMSDevice,7,11,cms.services.entity,CMScms.services.entityDevice,,0,17,,,45,Device,CMS,Client Management Service,cms.services.entity,Entity Management,Entity Management,/entity,,entity_service_type_setting,,,
24,10,CMS,CMSParent,8,11,cms.services.entity,CMScms.services.entityParent,,0,17,,,1,Parent,CMS,Client Management Service,cms.services.entity,Entity Management,Entity Management,/entity,,entity_service_type_setting,,,
25,10,CMS,CMSDevice,9,11,cms.services.entity,CMScms.services.entityDevice,,0,17,,,88,Device,CMS,Client Management Service,cms.services.entity,Entity Management,Entity Management,/entity,,entity_service_type_setting,,,
26,10,CMS,CMSParent,10,11,cms.services.entity,CMScms.services.entityParent,,0,17,,,265,Parent,CMS,Client Management Service,cms.services.entity,Entity Management,Entity Management,/entity,,entity_service_type_setting,,,
27,10,CMS,CMSParent,11,11,cms.services.entity,CMScms.services.entityParent,,0,17,,,265,Parent,CMS,Client Management Service,cms.services.entity,Entity Management,Entity Management,/entity,,entity_service_setting,,,
28,10,CMS,CMSDevice,12,11,cms.services.entity,CMScms.services.entityDevice,,0,17,,,58,Device,CMS,Client Management Service,cms.services.entity,Entity Management,Entity Management,/entity,,entity_service_setting,,,
29,10,CMS,CMSIntegrator,13,11,cms.services.entity,CMScms.services.entityIntegrator,,0,17,,,44,Integrator,CMS,Client Management Service,cms.services.entity,Entity Management,Entity Management,/entity,,entity_service_setting,,,
30,10,CMS,CMSIntegrator,14,11,cms.services.entity,CMScms.services.entityIntegrator,,0,17,,,48,Integrator,CMS,Client Management Service,cms.services.entity,Entity Management,Entity Management,/entity,,entity_service_type_setting,,,
31,10,CMS,CMSParent,15,11,cms.services.entity,CMScms.services.entityParent,,0,17,,,43,Parent,CMS,Client Management Service,cms.services.entity,Entity Management,Entity Management,/entity,,entity_service_setting,,,
1,11,COVS,COVSParent,1,12,covs.services.covs,COVScovs.services.covsParent,,0,17,,,81,Parent,COVS,Company Verification Service,covs.services.covs,Company Verification,Company Verification,/,,entity_service_setting,,,
2,11,COVS,COVSDevice,2,12,covs.services.covs,COVScovs.services.covsDevice,,0,17,,,8,Device,COVS,Company Verification Service,covs.services.covs,Company Verification,Company Verification,/,,entity_service_setting,,,
3,11,COVS,COVSIntegrator,3,12,covs.services.covs,COVScovs.services.covsIntegrator,,0,17,,,80,Integrator,COVS,Company Verification Service,covs.services.covs,Company Verification,Company Verification,/,,entity_service_setting,,,
4,11,COVS,COVSParent,4,12,covs.services.covs,COVScovs.services.covsParent,,0,17,,,1,Parent,COVS,Company Verification Service,covs.services.covs,Company Verification,Company Verification,/,,entity_service_setting,,,
5,11,COVS,COVSParent,5,12,covs.services.covs,COVScovs.services.covsParent,,0,17,,,84,Parent,COVS,Company Verification Service,covs.services.covs,Company Verification,Company Verification,/,,entity_service_type_setting,,,
6,11,COVS,COVSDevice,6,12,covs.services.covs,COVScovs.services.covsDevice,,0,17,,,8,Device,COVS,Company Verification Service,covs.services.covs,Company Verification,Company Verification,/,,entity_service_type_setting,,,
7,11,COVS,COVSIntegrator,7,12,covs.services.covs,COVScovs.services.covsIntegrator,,0,17,,,83,Integrator,COVS,Company Verification Service,covs.services.covs,Company Verification,Company Verification,/,,entity_service_type_setting,,,
8,11,COVS,COVSParent,8,12,covs.services.covs,COVScovs.services.covsParent,,0,17,,,1,Parent,COVS,Company Verification Service,covs.services.covs,Company Verification,Company Verification,/,,entity_service_type_setting,,,
1,12,CRS,CRSWeb Service,1,13,crs.service.afa,CRScrs.service.afaWeb Service,CRScrs.service.afaafa.disposable.income.threshold.percentage,1,18,,,1,Web Service,CRS,Credit Rating Service,crs.service.afa,Affordability Assessment Service,Can perform affordability assessment check,/afa,afa.disposable.income.threshold.percentage,entity_service_type_setting,entity_service_type_setting,50,3378
2,12,CRS,CRSIntegrator,2,13,crs.service.afa,CRScrs.service.afaIntegrator,CRScrs.service.afaafa.disposable.income.threshold.percentage,2,18,,,1,Integrator,CRS,Credit Rating Service,crs.service.afa,Affordability Assessment Service,Can perform affordability assessment check,/afa,afa.disposable.income.threshold.percentage,entity_service_type_setting,entity_service_type_setting,50,3378
3,12,CRS,CRSIntegrator,3,13,crs.service.afa,CRScrs.service.afaIntegrator,CRScrs.service.afaafa.threshold.percentage,1,19,,,1,Integrator,CRS,Credit Rating Service,crs.service.afa,Affordability Assessment Service,Can perform affordability assessment check,/afa,afa.threshold.percentage,entity_service_type_setting,entity_service_type_setting,70,3377
4,12,CRS,CRSWeb Service,4,13,crs.service.afa,CRScrs.service.afaWeb Service,CRScrs.service.afaafa.threshold.percentage,2,19,,,1,Web Service,CRS,Credit Rating Service,crs.service.afa,Affordability Assessment Service,Can perform affordability assessment check,/afa,afa.threshold.percentage,entity_service_type_setting,entity_service_type_setting,70,3377
5,12,CRS,CRSIntegrator,5,13,crs.service.afa,CRScrs.service.afaIntegrator,CRScrs.service.afaafa.track.request,1,20,,,1,Integrator,CRS,Credit Rating Service,crs.service.afa,Affordability Assessment Service,Can perform affordability assessment check,/afa,afa.track.request,entity_service_type_setting,entity_service_type_setting,TRUE,3376
6,12,CRS,CRSWeb Service,6,13,crs.service.afa,CRScrs.service.afaWeb Service,CRScrs.service.afaafa.track.request,2,20,,,1,Web Service,CRS,Credit Rating Service,crs.service.afa,Affordability Assessment Service,Can perform affordability assessment check,/afa,afa.track.request,entity_service_type_setting,entity_service_type_setting,TRUE,3376
7,12,CRS,CRSParent,7,13,crs.service.afa,CRScrs.service.afaParent,CRScrs.service.afacrs.cpb.enquiry.done.by,1,21,,,26,Parent,CRS,Credit Rating Service,crs.service.afa,Affordability Assessment Service,Can perform affordability assessment check,/afa,crs.cpb.enquiry.done.by,entity_service_type_setting,entity_service_type_setting,Group Five Partners,5018
8,12,CRS,CRSWeb Service,8,13,crs.service.afa,CRScrs.service.afaWeb Service,CRScrs.service.afacrs.cpb.enquiry.done.by,2,21,,,1,Web Service,CRS,Credit Rating Service,crs.service.afa,Affordability Assessment Service,Can perform affordability assessment check,/afa,crs.cpb.enquiry.done.by,entity_service_type_setting,entity_service_type_setting,Group Five Partners,5018
9,12,CRS,CRSIntegrator,9,13,crs.service.afa,CRScrs.service.afaIntegrator,CRScrs.service.afacrs.cpb.enquiry.done.by,3,21,,,2,Integrator,CRS,Credit Rating Service,crs.service.afa,Affordability Assessment Service,Can perform affordability assessment check,/afa,crs.cpb.enquiry.done.by,entity_service_type_setting,entity_service_type_setting,Group Five Partners,5018
10,12,CRS,CRSDevice,10,13,crs.service.afa,CRScrs.service.afaDevice,CRScrs.service.afacrs.track.request,1,22,,,46,Device,CRS,Credit Rating Service,crs.service.afa,Affordability Assessment Service,Can perform affordability assessment check,/afa,crs.track.request,entity_service_type_setting,entity_service_type_setting,TRUE,4830
11,12,CRS,CRSWeb Service,11,13,crs.service.afa,CRScrs.service.afaWeb Service,CRScrs.service.afacrs.track.request,2,22,,,1,Web Service,CRS,Credit Rating Service,crs.service.afa,Affordability Assessment Service,Can perform affordability assessment check,/afa,crs.track.request,entity_service_type_setting,entity_service_type_setting,TRUE,4830
12,12,CRS,CRSIntegrator,12,13,crs.service.afa,CRScrs.service.afaIntegrator,CRScrs.service.afacrs.track.request,3,22,,,1,Integrator,CRS,Credit Rating Service,crs.service.afa,Affordability Assessment Service,Can perform affordability assessment check,/afa,crs.track.request,entity_service_type_setting,entity_service_type_setting,TRUE,4830
13,12,CRS,CRSParent,13,13,crs.service.afa,CRScrs.service.afaParent,,0,22,,,25,Parent,CRS,Credit Rating Service,crs.service.afa,Affordability Assessment Service,Can perform affordability assessment check,/afa,,entity_service_setting,,,
14,12,CRS,CRSParent,14,13,crs.service.afa,CRScrs.service.afaParent,,0,22,,,107,Parent,CRS,Credit Rating Service,crs.service.afa,Affordability Assessment Service,Can perform affordability assessment check,/afa,,entity_service_type_setting,,,
15,12,CRS,CRSDevice,15,13,crs.service.afa,CRScrs.service.afaDevice,,0,22,,,8,Device,CRS,Credit Rating Service,crs.service.afa,Affordability Assessment Service,Can perform affordability assessment check,/afa,,entity_service_type_setting,,,
16,12,CRS,CRSIntegrator,16,13,crs.service.afa,CRScrs.service.afaIntegrator,,0,22,,,131,Integrator,CRS,Credit Rating Service,crs.service.afa,Affordability Assessment Service,Can perform affordability assessment check,/afa,,entity_service_type_setting,,,
17,12,CRS,CRSDevice,17,13,crs.service.afa,CRScrs.service.afaDevice,,0,22,,,17,Device,CRS,Credit Rating Service,crs.service.afa,Affordability Assessment Service,Can perform affordability assessment check,/afa,,entity_service_type_setting,,,
18,12,CRS,CRSParent,18,13,crs.service.afa,CRScrs.service.afaParent,,0,22,,,1,Parent,CRS,Credit Rating Service,crs.service.afa,Affordability Assessment Service,Can perform affordability assessment check,/afa,,entity_service_type_setting,,,
19,12,CRS,CRSWeb Service,19,13,crs.service.afa,CRScrs.service.afaWeb Service,,0,22,,,1,Web Service,CRS,Credit Rating Service,crs.service.afa,Affordability Assessment Service,Can perform affordability assessment check,/afa,,entity_service_setting,,,
20,12,CRS,CRSDevice,20,13,crs.service.afa,CRScrs.service.afaDevice,,0,22,,,15,Device,CRS,Credit Rating Service,crs.service.afa,Affordability Assessment Service,Can perform affordability assessment check,/afa,,entity_service_setting,,,
21,12,CRS,CRSIntegrator,21,13,crs.service.afa,CRScrs.service.afaIntegrator,,0,22,,,27,Integrator,CRS,Credit Rating Service,crs.service.afa,Affordability Assessment Service,Can perform affordability assessment check,/afa,,entity_service_setting,,,
22,12,CRS,CRSIntegrator,1,14,crs.services.crs,CRScrs.services.crsIntegrator,CRScrs.services.crsafa.disposable.income.threshold.percentage,1,23,,,1,Integrator,CRS,Credit Rating Service,crs.services.crs,Credit Rating Service,Credit Rating Service,/,afa.disposable.income.threshold.percentage,entity_service_type_setting,entity_service_type_setting,50,3378
23,12,CRS,CRSWeb Service,2,14,crs.services.crs,CRScrs.services.crsWeb Service,CRScrs.services.crsafa.disposable.income.threshold.percentage,2,23,,,1,Web Service,CRS,Credit Rating Service,crs.services.crs,Credit Rating Service,Credit Rating Service,/,afa.disposable.income.threshold.percentage,entity_service_type_setting,entity_service_type_setting,50,3378
24,12,CRS,CRSWeb Service,3,14,crs.services.crs,CRScrs.services.crsWeb Service,CRScrs.services.crsafa.threshold.percentage,1,24,,,1,Web Service,CRS,Credit Rating Service,crs.services.crs,Credit Rating Service,Credit Rating Service,/,afa.threshold.percentage,entity_service_type_setting,entity_service_type_setting,70,3377
25,12,CRS,CRSIntegrator,4,14,crs.services.crs,CRScrs.services.crsIntegrator,CRScrs.services.crsafa.threshold.percentage,2,24,,,1,Integrator,CRS,Credit Rating Service,crs.services.crs,Credit Rating Service,Credit Rating Service,/,afa.threshold.percentage,entity_service_type_setting,entity_service_type_setting,70,3377
26,12,CRS,CRSWeb Service,5,14,crs.services.crs,CRScrs.services.crsWeb Service,CRScrs.services.crsafa.track.request,1,25,,,1,Web Service,CRS,Credit Rating Service,crs.services.crs,Credit Rating Service,Credit Rating Service,/,afa.track.request,entity_service_type_setting,entity_service_type_setting,TRUE,3376
27,12,CRS,CRSIntegrator,6,14,crs.services.crs,CRScrs.services.crsIntegrator,CRScrs.services.crsafa.track.request,2,25,,,1,Integrator,CRS,Credit Rating Service,crs.services.crs,Credit Rating Service,Credit Rating Service,/,afa.track.request,entity_service_type_setting,entity_service_type_setting,TRUE,3376
28,12,CRS,CRSParent,7,14,crs.services.crs,CRScrs.services.crsParent,CRScrs.services.crscrs.cpb.enquiry.done.by,1,26,,,26,Parent,CRS,Credit Rating Service,crs.services.crs,Credit Rating Service,Credit Rating Service,/,crs.cpb.enquiry.done.by,entity_service_type_setting,entity_service_type_setting,Group Five Partners,5018
29,12,CRS,CRSWeb Service,8,14,crs.services.crs,CRScrs.services.crsWeb Service,CRScrs.services.crscrs.cpb.enquiry.done.by,2,26,,,1,Web Service,CRS,Credit Rating Service,crs.services.crs,Credit Rating Service,Credit Rating Service,/,crs.cpb.enquiry.done.by,entity_service_type_setting,entity_service_type_setting,Group Five Partners,5018
30,12,CRS,CRSIntegrator,9,14,crs.services.crs,CRScrs.services.crsIntegrator,CRScrs.services.crscrs.cpb.enquiry.done.by,3,26,,,2,Integrator,CRS,Credit Rating Service,crs.services.crs,Credit Rating Service,Credit Rating Service,/,crs.cpb.enquiry.done.by,entity_service_type_setting,entity_service_type_setting,Group Five Partners,5018
31,12,CRS,CRSIntegrator,10,14,crs.services.crs,CRScrs.services.crsIntegrator,CRScrs.services.crscrs.track.request,1,27,,,1,Integrator,CRS,Credit Rating Service,crs.services.crs,Credit Rating Service,Credit Rating Service,/,crs.track.request,entity_service_type_setting,entity_service_type_setting,TRUE,4830
32,12,CRS,CRSDevice,11,14,crs.services.crs,CRScrs.services.crsDevice,CRScrs.services.crscrs.track.request,2,27,,,46,Device,CRS,Credit Rating Service,crs.services.crs,Credit Rating Service,Credit Rating Service,/,crs.track.request,entity_service_type_setting,entity_service_type_setting,TRUE,4830
33,12,CRS,CRSWeb Service,12,14,crs.services.crs,CRScrs.services.crsWeb Service,CRScrs.services.crscrs.track.request,3,27,,,1,Web Service,CRS,Credit Rating Service,crs.services.crs,Credit Rating Service,Credit Rating Service,/,crs.track.request,entity_service_type_setting,entity_service_type_setting,TRUE,4830
34,12,CRS,CRSIntegrator,13,14,crs.services.crs,CRScrs.services.crsIntegrator,,0,27,,,129,Integrator,CRS,Credit Rating Service,crs.services.crs,Credit Rating Service,Credit Rating Service,/,,entity_service_setting,,,
35,12,CRS,CRSParent,14,14,crs.services.crs,CRScrs.services.crsParent,,0,27,,,1,Parent,CRS,Credit Rating Service,crs.services.crs,Credit Rating Service,Credit Rating Service,/,,entity_service_type_setting,,,
36,12,CRS,CRSDevice,15,14,crs.services.crs,CRScrs.services.crsDevice,,0,27,,,17,Device,CRS,Credit Rating Service,crs.services.crs,Credit Rating Service,Credit Rating Service,/,,entity_service_type_setting,,,
37,12,CRS,CRSIntegrator,16,14,crs.services.crs,CRScrs.services.crsIntegrator,,0,27,,,131,Integrator,CRS,Credit Rating Service,crs.services.crs,Credit Rating Service,Credit Rating Service,/,,entity_service_type_setting,,,
38,12,CRS,CRSDevice,17,14,crs.services.crs,CRScrs.services.crsDevice,,0,27,,,8,Device,CRS,Credit Rating Service,crs.services.crs,Credit Rating Service,Credit Rating Service,/,,entity_service_type_setting,,,
